id_leitura,id_unidade,id_usina,data_hora,geracao_mwh,consumo_combustivel,disponibilidade,temperatura_c
4661,44,10,2025-06-03 09:00:00,38.337,0.0,0.9713,39.1
4662,45,10,2025-06-03 09:00:00,38.861,0.0,0.9266,30.7
4663,46,10,2025-06-03 09:00:00,44.182,0.0,0.9478,42.9
4664,47,10,2025-06-03 09:00:00,38.137,0.0,0.9053,49.7
4665,48,10,2025-06-03 09:00:00,48.671,0.0,0.9884,50.2
4666,49,10,2025-06-03 09:00:00,41.476,0.0,0.9916,28.7
4667,50,10,2025-06-03 09:00:00,43.615,0.0,0.9681,38.0
4668,51,10,2025-06-03 09:00:00,46.815,0.0,0.9045,40.2
4669,52,10,2025-06-03 09:00:00,43.069,0.0,0.9003,45.2
4670,53,11,2025-06-03 09:00:00,25.375,0.0,0.987,42.4
4671,54,11,2025-06-03 09:00:00,24.429,0.0,0.9575,57.8
4672,55,11,2025-06-03 09:00:00,24.802,0.0,0.9632,32.7
4673,56,11,2025-06-03 09:00:00,29.703,0.0,0.9342,34.6
4674,57,11,2025-06-03 09:00:00,24.824,0.0,0.9172,54.0
4675,58,11,2025-06-03 09:00:00,26.515,0.0,0.9865,59.7
4676,59,12,2025-06-03 09:00:00,54.664,11.304,0.9611,88.2
4677,60,12,2025-06-03 09:00:00,61.416,11.129,0.9058,64.1
4678,61,12,2025-06-03 09:00:00,57.292,11.831,0.9517,44.7
4679,62,12,2025-06-03 09:00:00,50.403,9.481,0.909,94.6
4680,63,12,2025-06-03 09:00:00,47.06,9.773,0.9542,90.9
4681,64,13,2025-06-03 09:00:00,89.311,15.205,0.9066,82.2
4682,65,13,2025-06-03 09:00:00,93.837,18.36,0.9753,38.5
4683,66,13,2025-06-03 09:00:00,71.893,13.291,0.9001,45.7
4684,67,14,2025-06-03 09:00:00,12.581,0.0,0.9807,59.3
4685,68,14,2025-06-03 09:00:00,13.233,0.0,0.9315,40.0
4686,69,14,2025-06-03 09:00:00,13.539,0.0,0.9044,37.7
4687,70,14,2025-06-03 09:00:00,14.213,0.0,0.9862,40.4
4688,71,14,2025-06-03 09:00:00,13.787,0.0,0.9136,26.5
4689,72,14,2025-06-03 09:00:00,12.576,0.0,0.981,45.8
4690,73,14,2025-06-03 09:00:00,13.313,0.0,0.9005,41.9
4691,74,15,2025-06-03 09:00:00,10.013,2.035,0.9654,87.6
4692,75,15,2025-06-03 09:00:00,9.063,1.654,0.9711,76.9
4693,76,15,2025-06-03 09:00:00,8.07,1.58,0.9797,66.3
4694,77,15,2025-06-03 09:00:00,8.603,1.654,0.9213,86.4
4695,78,15,2025-06-03 09:00:00,8.406,1.629,0.9279,63.3
4696,79,15,2025-06-03 09:00:00,7.751,1.577,0.9088,72.5
4697,80,15,2025-06-03 09:00:00,9.483,1.963,0.9977,47.1
4698,81,15,2025-06-03 09:00:00,8.31,1.592,0.9213,81.2
4699,1,1,2025-06-03 10:00:00,76.705,13.149,0.9332,44.2
4700,2,1,2025-06-03 10:00:00,76.733,15.083,0.9403,76.1
4701,3,1,2025-06-03 10:00:00,60.646,12.475,0.9213,87.9
4702,4,1,2025-06-03 10:00:00,77.098,14.217,0.9256,80.8
4703,5,1,2025-06-03 10:00:00,77.854,14.286,0.9918,60.2
4704,6,1,2025-06-03 10:00:00,60.458,12.363,0.9979,61.1
4705,7,1,2025-06-03 10:00:00,76.065,14.294,0.9588,48.1
4706,8,1,2025-06-03 10:00:00,75.436,13.583,0.93,67.5
4707,9,2,2025-06-03 10:00:00,48.851,8.898,0.9177,83.0
4708,10,2,2025-06-03 10:00:00,52.135,10.91,0.9908,93.1
4709,11,2,2025-06-03 10:00:00,50.65,10.464,0.954,54.9
4710,12,2,2025-06-03 10:00:00,46.36,9.395,0.9927,77.3
4711,13,2,2025-06-03 10:00:00,52.325,9.835,0.9336,39.8
4712,14,2,2025-06-03 10:00:00,62.268,10.983,0.9565,78.8
4713,15,2,2025-06-03 10:00:00,45.601,7.814,0.9937,89.1
4714,16,2,2025-06-03 10:00:00,51.117,8.777,0.9629,53.6
4715,17,3,2025-06-03 10:00:00,31.481,6.599,0.9102,49.0
4716,18,3,2025-06-03 10:00:00,42.577,8.936,0.9463,65.5
4717,19,3,2025-06-03 10:00:00,35.811,6.949,0.9687,43.5
4718,20,3,2025-06-03 10:00:00,40.827,8.091,0.9445,58.3
4719,21,4,2025-06-03 10:00:00,6.198,1.098,0.9634,59.4
4720,22,4,2025-06-03 10:00:00,6.074,1.256,0.9315,90.2
4721,23,4,2025-06-03 10:00:00,5.407,1.123,0.9683,94.9
4722,24,4,2025-06-03 10:00:00,6.588,1.296,0.9182,89.1
4723,25,4,2025-06-03 10:00:00,6.384,1.315,0.9357,92.7
4724,26,4,2025-06-03 10:00:00,4.92,1.006,0.976,77.0
4725,27,4,2025-06-03 10:00:00,4.996,0.913,0.9337,86.8
4726,28,4,2025-06-03 10:00:00,6.659,1.373,0.9347,82.9
4727,29,5,2025-06-03 10:00:00,85.168,16.482,0.944,88.4
4728,30,5,2025-06-03 10:00:00,76.166,14.283,0.9044,85.1
4729,31,5,2025-06-03 10:00:00,69.935,13.128,0.9191,42.7
4730,32,5,2025-06-03 10:00:00,82.794,14.239,0.9354,79.6
4731,33,6,2025-06-03 10:00:00,31.046,6.077,0.9913,75.0
4732,34,6,2025-06-03 10:00:00,32.521,5.591,0.9983,52.3
4733,35,6,2025-06-03 10:00:00,31.079,5.552,0.9304,78.3
4734,36,6,2025-06-03 10:00:00,26.572,5.471,0.9119,51.6
4735,37,7,2025-06-03 10:00:00,132.126,50.499,0.9215,37.7
4736,38,7,2025-06-03 10:00:00,155.723,69.773,0.9284,39.3
4737,39,8,2025-06-03 10:00:00,285.054,120.561,0.9094,48.3
4738,40,9,2025-06-03 10:00:00,51.454,10.559,0.9617,45.5
4739,41,9,2025-06-03 10:00:00,49.735,9.143,0.975,89.6
4740,42,9,2025-06-03 10:00:00,51.963,9.541,0.9046,58.3
4741,43,10,2025-06-03 10:00:00,47.082,0.0,0.9408,42.0
4742,44,10,2025-06-03 10:00:00,60.051,0.0,0.9013,25.7
4743,45,10,2025-06-03 10:00:00,54.771,0.0,0.9943,56.8
4744,46,10,2025-06-03 10:00:00,54.432,0.0,0.9074,38.5
4745,47,10,2025-06-03 10:00:00,52.885,0.0,0.9263,52.2
4746,48,10,2025-06-03 10:00:00,59.406,0.0,0.9996,42.5
4747,49,10,2025-06-03 10:00:00,56.532,0.0,0.9125,56.1
4748,50,10,2025-06-03 10:00:00,49.72,0.0,0.9194,54.7
4749,51,10,2025-06-03 10:00:00,50.992,0.0,0.9699,59.5
4750,52,10,2025-06-03 10:00:00,58.926,0.0,0.9021,38.7
4751,53,11,2025-06-03 10:00:00,34.829,0.0,0.9759,54.6
4752,54,11,2025-06-03 10:00:00,33.665,0.0,0.9008,30.6
4753,55,11,2025-06-03 10:00:00,33.794,0.0,0.9011,42.3
4754,56,11,2025-06-03 10:00:00,39.763,0.0,0.9313,29.6
4755,57,11,2025-06-03 10:00:00,34.199,0.0,0.9286,41.1
4756,58,11,2025-06-03 10:00:00,32.921,0.0,0.9582,47.0
4757,59,12,2025-06-03 10:00:00,57.461,11.085,0.9779,48.1
4758,60,12,2025-06-03 10:00:00,49.688,9.105,0.9095,35.9
4759,61,12,2025-06-03 10:00:00,59.685,11.51,0.9643,88.5
4760,62,12,2025-06-03 10:00:00,60.594,10.413,0.9244,73.2
4761,63,12,2025-06-03 10:00:00,62.715,12.056,0.9414,50.2
4762,64,13,2025-06-03 10:00:00,69.18,14.213,0.9117,58.0
4763,65,13,2025-06-03 10:00:00,80.596,16.263,0.9616,35.4
4764,66,13,2025-06-03 10:00:00,92.601,16.981,0.9975,89.7
4765,67,14,2025-06-03 10:00:00,15.178,0.0,0.9876,44.7
4766,68,14,2025-06-03 10:00:00,17.103,0.0,0.9543,36.3
4767,69,14,2025-06-03 10:00:00,16.156,0.0,0.9186,31.0
4768,70,14,2025-06-03 10:00:00,16.879,0.0,0.9771,35.9
4769,71,14,2025-06-03 10:00:00,15.437,0.0,0.9231,54.5
4770,72,14,2025-06-03 10:00:00,15.537,0.0,0.9804,31.3
4771,73,14,2025-06-03 10:00:00,13.804,0.0,0.9694,41.0
4772,74,15,2025-06-03 10:00:00,8.432,1.496,0.9256,94.0
4773,75,15,2025-06-03 10:00:00,9.967,1.971,0.9126,89.4
4774,76,15,2025-06-03 10:00:00,7.748,1.565,0.9842,48.5
4775,77,15,2025-06-03 10:00:00,9.572,1.63,0.9189,77.0
4776,78,15,2025-06-03 10:00:00,7.902,1.548,0.9608,74.6
4777,79,15,2025-06-03 10:00:00,7.613,1.57,0.9524,42.5
4778,80,15,2025-06-03 10:00:00,9.059,1.717,0.9004,57.0
4779,81,15,2025-06-03 10:00:00,7.69,1.34,0.9112,61.2
4780,1,1,2025-06-03 11:00:00,71.284,13.066,0.9551,78.8
4781,2,1,2025-06-03 11:00:00,79.15,15.257,0.9464,93.4
4782,3,1,2025-06-03 11:00:00,62.897,12.43,0.9382,66.0
4783,4,1,2025-06-03 11:00:00,75.233,15.048,0.9773,90.0
4784,5,1,2025-06-03 11:00:00,69.99,14.042,0.9699,86.5
4785,6,1,2025-06-03 11:00:00,60.611,12.678,0.9609,44.3
4786,7,1,2025-06-03 11:00:00,79.786,15.094,0.9172,65.5
4787,8,1,2025-06-03 11:00:00,66.639,13.68,0.9866,74.4
4788,9,2,2025-06-03 11:00:00,62.873,11.036,0.9722,63.6
4789,10,2,2025-06-03 11:00:00,45.451,8.05,0.9214,52.7
4790,11,2,2025-06-03 11:00:00,47.663,9.869,0.9979,43.1
4791,12,2,2025-06-03 11:00:00,61.998,10.686,0.9089,51.7
4792,13,2,2025-06-03 11:00:00,62.732,12.308,0.9731,90.5
4793,14,2,2025-06-03 11:00:00,60.504,12.095,0.9066,93.4
4794,15,2,2025-06-03 11:00:00,62.192,12.009,0.9711,77.1
4795,16,2,2025-06-03 11:00:00,57.225,11.412,0.9735,42.7
4796,17,3,2025-06-03 11:00:00,38.768,8.108,0.9277,77.9
4797,18,3,2025-06-03 11:00:00,32.943,6.724,0.9131,61.3
4798,19,3,2025-06-03 11:00:00,35.465,7.349,0.9695,41.2
4799,20,3,2025-06-03 11:00:00,35.631,6.334,0.9899,80.6
4800,21,4,2025-06-03 11:00:00,5.851,1.092,0.9886,59.4
4801,22,4,2025-06-03 11:00:00,5.648,0.961,0.9984,38.4
4802,23,4,2025-06-03 11:00:00,6.252,1.212,0.9935,61.4
4803,24,4,2025-06-03 11:00:00,5.769,1.073,0.9585,71.7
4804,25,4,2025-06-03 11:00:00,5.324,1.069,0.9684,74.1
4805,26,4,2025-06-03 11:00:00,6.772,1.176,0.9683,83.8
4806,27,4,2025-06-03 11:00:00,6.749,1.167,0.9299,86.9
4807,28,4,2025-06-03 11:00:00,4.977,1.034,0.9582,92.3
4808,29,5,2025-06-03 11:00:00,73.007,15.168,0.9029,49.9
4809,30,5,2025-06-03 11:00:00,92.414,17.711,0.9276,72.2
4810,31,5,2025-06-03 11:00:00,77.519,13.646,0.9081,87.1
4811,32,5,2025-06-03 11:00:00,91.727,17.134,0.9014,38.4
4812,33,6,2025-06-03 11:00:00,28.497,5.853,0.9969,60.1
4813,34,6,2025-06-03 11:00:00,33.856,6.288,0.9954,87.6
4814,35,6,2025-06-03 11:00:00,25.026,4.489,0.9394,44.2
4815,36,6,2025-06-03 11:00:00,30.06,6.077,0.9362,38.6
4816,37,7,2025-06-03 11:00:00,154.247,67.023,0.9783,53.0
4817,38,7,2025-06-03 11:00:00,127.758,57.181,0.9392,46.8
4818,39,8,2025-06-03 11:00:00,285.673,123.958,0.9717,69.1
4819,40,9,2025-06-03 11:00:00,46.539,8.474,0.9605,45.0
4820,41,9,2025-06-03 11:00:00,44.098,8.99,0.9385,61.0
4821,42,9,2025-06-03 11:00:00,54.308,9.425,0.9969,50.3
4822,43,10,2025-06-03 11:00:00,69.407,0.0,0.9665,57.2
4823,44,10,2025-06-03 11:00:00,68.601,0.0,0.9941,44.4
4824,45,10,2025-06-03 11:00:00,61.427,0.0,0.9674,28.5
4825,46,10,2025-06-03 11:00:00,64.756,0.0,0.9513,56.0
4826,47,10,2025-06-03 11:00:00,56.602,0.0,0.9735,58.2
4827,48,10,2025-06-03 11:00:00,66.119,0.0,0.9687,28.4
4828,49,10,2025-06-03 11:00:00,66.61,0.0,0.9408,47.4
4829,50,10,2025-06-03 11:00:00,68.352,0.0,0.9907,49.9
4830,51,10,2025-06-03 11:00:00,67.214,0.0,0.9571,38.3
4831,52,10,2025-06-03 11:00:00,59.712,0.0,0.956,53.2
4832,53,11,2025-06-03 11:00:00,46.614,0.0,0.972,58.7
4833,54,11,2025-06-03 11:00:00,39.809,0.0,0.9461,58.5
4834,55,11,2025-06-03 11:00:00,46.632,0.0,0.9667,37.8
4835,56,11,2025-06-03 11:00:00,39.293,0.0,0.9246,58.2
4836,57,11,2025-06-03 11:00:00,47.311,0.0,0.9035,49.1
4837,58,11,2025-06-03 11:00:00,37.514,0.0,0.9706,37.8
4838,59,12,2025-06-03 11:00:00,57.584,10.94,0.9028,93.8
4839,60,12,2025-06-03 11:00:00,50.496,10.329,0.9778,58.4
4840,61,12,2025-06-03 11:00:00,57.961,11.419,0.9499,82.8
4841,62,12,2025-06-03 11:00:00,52.868,10.493,0.9721,94.4
4842,63,12,2025-06-03 11:00:00,58.525,12.156,0.9916,55.1
4843,64,13,2025-06-03 11:00:00,74.101,15.464,0.9437,68.9
4844,65,13,2025-06-03 11:00:00,95.116,17.2,0.9387,78.7
4845,66,13,2025-06-03 11:00:00,89.43,16.571,0.9807,60.9
4846,67,14,2025-06-03 11:00:00,21.111,0.0,0.9126,31.2
4847,68,14,2025-06-03 11:00:00,17.968,0.0,0.9022,49.4
4848,69,14,2025-06-03 11:00:00,16.562,0.0,0.9332,54.4
4849,70,14,2025-06-03 11:00:00,19.654,0.0,0.994,42.8
4850,71,14,2025-06-03 11:00:00,20.649,0.0,0.9185,39.0
4851,72,14,2025-06-03 11:00:00,17.244,0.0,0.9787,38.0
4852,73,14,2025-06-03 11:00:00,18.453,0.0,0.9302,40.6
4853,74,15,2025-06-03 11:00:00,7.743,1.602,0.9014,87.2
4854,75,15,2025-06-03 11:00:00,8.21,1.474,0.9777,70.3
4855,76,15,2025-06-03 11:00:00,7.76,1.376,0.9123,83.8
4856,77,15,2025-06-03 11:00:00,7.571,1.489,0.9265,67.7
4857,78,15,2025-06-03 11:00:00,7.979,1.609,0.9157,59.9
4858,79,15,2025-06-03 11:00:00,7.753,1.559,0.9886,47.8
4859,80,15,2025-06-03 11:00:00,9.737,1.832,0.9413,74.5
4860,81,15,2025-06-03 11:00:00,8.731,1.521,0.9907,89.2
4861,1,1,2025-06-03 12:00:00,59.763,11.703,0.9731,64.7
4862,2,1,2025-06-03 12:00:00,71.177,13.114,0.9167,90.9
4863,3,1,2025-06-03 12:00:00,60.889,12.129,0.9447,90.0
4864,4,1,2025-06-03 12:00:00,71.772,13.115,0.9209,83.9
4865,5,1,2025-06-03 12:00:00,74.073,14.782,0.9176,88.4
4866,6,1,2025-06-03 12:00:00,70.599,13.303,0.9267,75.8
4867,7,1,2025-06-03 12:00:00,79.368,15.074,0.9112,46.6
4868,8,1,2025-06-03 12:00:00,81.068,16.602,0.9934,75.6
4869,9,2,2025-06-03 12:00:00,57.547,10.729,0.9341,79.5
4870,10,2,2025-06-03 12:00:00,48.016,9.901,0.9463,42.9
4871,11,2,2025-06-03 12:00:00,52.964,10.449,0.9407,46.7
4872,12,2,2025-06-03 12:00:00,45.49,8.24,0.9062,84.6
4873,13,2,2025-06-03 12:00:00,61.639,12.03,0.9357,44.2
4874,14,2,2025-06-03 12:00:00,53.128,10.173,0.9025,91.2
4875,15,2,2025-06-03 12:00:00,51.133,9.754,0.9984,37.2
4876,16,2,2025-06-03 12:00:00,61.565,11.658,0.9682,78.8
4877,17,3,2025-06-03 12:00:00,31.94,5.668,0.9463,85.8
4878,18,3,2025-06-03 12:00:00,33.491,6.263,0.9604,48.6
4879,19,3,2025-06-03 12:00:00,38.043,7.672,0.9769,48.1
4880,20,3,2025-06-03 12:00:00,35.932,7.267,0.9694,64.7
4881,21,4,2025-06-03 12:00:00,5.211,0.893,0.9122,57.7
4882,22,4,2025-06-03 12:00:00,5.554,1.102,0.9518,58.4
4883,23,4,2025-06-03 12:00:00,6.613,1.131,0.9645,69.5
4884,24,4,2025-06-03 12:00:00,6.093,1.154,0.9246,42.7
4885,25,4,2025-06-03 12:00:00,5.606,1.091,0.9827,86.6
4886,26,4,2025-06-03 12:00:00,6.191,1.278,0.9148,44.0
4887,27,4,2025-06-03 12:00:00,6.21,1.258,0.9227,72.0
4888,28,4,2025-06-03 12:00:00,6.589,1.279,0.9174,52.2
4889,29,5,2025-06-03 12:00:00,89.492,17.688,0.9828,81.9
4890,30,5,2025-06-03 12:00:00,73.108,13.464,0.9129,60.4
4891,31,5,2025-06-03 12:00:00,69.603,12.807,0.9035,58.8
4892,32,5,2025-06-03 12:00:00,90.909,17.459,0.9459,65.7
4893,33,6,2025-06-03 12:00:00,28.338,5.382,0.996,80.9
4894,34,6,2025-06-03 12:00:00,32.309,6.565,0.92,37.3
4895,35,6,2025-06-03 12:00:00,24.775,4.335,0.9396,56.3
4896,36,6,2025-06-03 12:00:00,32.674,6.631,0.9554,88.6
4897,37,7,2025-06-03 12:00:00,153.132,64.195,0.9962,77.4
4898,38,7,2025-06-03 12:00:00,172.834,71.641,0.9794,72.8
4899,39,8,2025-06-03 12:00:00,346.466,150.139,0.9534,50.5
4900,40,9,2025-06-03 12:00:00,47.47,8.45,0.9443,50.8
4901,41,9,2025-06-03 12:00:00,43.39,9.077,0.9964,93.9
4902,42,9,2025-06-03 12:00:00,56.661,9.953,0.9161,77.7
4903,43,10,2025-06-03 12:00:00,65.588,0.0,0.9106,46.3
4904,44,10,2025-06-03 12:00:00,70.328,0.0,0.9154,44.6
4905,45,10,2025-06-03 12:00:00,78.664,0.0,0.9741,30.4
4906,46,10,2025-06-03 12:00:00,81.572,0.0,0.9991,47.1
4907,47,10,2025-06-03 12:00:00,68.934,0.0,0.9734,37.4
4908,48,10,2025-06-03 12:00:00,66.394,0.0,0.9183,56.1
4909,49,10,2025-06-03 12:00:00,85.118,0.0,0.9338,38.0
4910,50,10,2025-06-03 12:00:00,66.237,0.0,0.939,54.2
4911,51,10,2025-06-03 12:00:00,77.965,0.0,0.9722,55.3
4912,52,10,2025-06-03 12:00:00,70.145,0.0,0.9855,29.0
4913,53,11,2025-06-03 12:00:00,43.477,0.0,0.9397,52.8
4914,54,11,2025-06-03 12:00:00,46.365,0.0,0.9828,25.2
4915,55,11,2025-06-03 12:00:00,51.521,0.0,0.9229,44.6
4916,56,11,2025-06-03 12:00:00,46.747,0.0,0.9122,44.7
4917,57,11,2025-06-03 12:00:00,44.697,0.0,0.9888,27.5
4918,58,11,2025-06-03 12:00:00,52.907,0.0,0.9175,48.1
4919,59,12,2025-06-03 12:00:00,54.763,9.938,0.9399,69.3
4920,60,12,2025-06-03 12:00:00,58.495,11.481,0.9386,53.8
4921,61,12,2025-06-03 12:00:00,50.669,9.579,0.9362,50.1
4922,62,12,2025-06-03 12:00:00,47.064,8.329,0.9626,39.0
4923,63,12,2025-06-03 12:00:00,47.307,9.892,0.9268,39.6
4924,64,13,2025-06-03 12:00:00,89.152,17.557,0.933,51.3
4925,65,13,2025-06-03 12:00:00,83.927,16.519,0.9576,57.6
4926,66,13,2025-06-03 12:00:00,94.947,18.385,0.9451,64.8
4927,67,14,2025-06-03 12:00:00,24.032,0.0,0.906,53.1
4928,68,14,2025-06-03 12:00:00,24.07,0.0,0.9018,30.9
4929,69,14,2025-06-03 12:00:00,25.046,0.0,0.9667,27.5
4930,70,14,2025-06-03 12:00:00,24.399,0.0,0.9496,29.8
4931,71,14,2025-06-03 12:00:00,23.186,0.0,0.915,27.6
4932,72,14,2025-06-03 12:00:00,20.468,0.0,0.9244,50.1
4933,73,14,2025-06-03 12:00:00,24.63,0.0,0.962,41.2
4934,74,15,2025-06-03 12:00:00,9.041,1.701,0.9036,92.3
4935,75,15,2025-06-03 12:00:00,8.778,1.518,0.9426,88.6
4936,76,15,2025-06-03 12:00:00,8.082,1.632,0.9985,46.1
4937,77,15,2025-06-03 12:00:00,8.673,1.61,0.9765,62.6
4938,78,15,2025-06-03 12:00:00,8.391,1.62,0.953,72.3
4939,79,15,2025-06-03 12:00:00,9.277,1.733,0.9237,73.2
4940,80,15,2025-06-03 12:00:00,8.015,1.565,0.9572,90.0
4941,81,15,2025-06-03 12:00:00,9.403,1.675,0.9603,72.8
4942,1,1,2025-06-03 13:00:00,67.79,12.362,0.9031,65.7
4943,2,1,2025-06-03 13:00:00,75.603,14.601,0.9335,49.0
4944,3,1,2025-06-03 13:00:00,62.378,11.0,0.9586,56.1
4945,4,1,2025-06-03 13:00:00,59.616,10.967,0.9808,51.3
4946,5,1,2025-06-03 13:00:00,65.524,12.817,0.98,52.0
4947,6,1,2025-06-03 13:00:00,59.237,10.189,0.914,93.1
4948,7,1,2025-06-03 13:00:00,69.66,12.695,0.9545,80.8
4949,8,1,2025-06-03 13:00:00,70.392,12.805,0.9448,62.0
4950,9,2,2025-06-03 13:00:00,50.854,10.559,0.942,47.1
4951,10,2,2025-06-03 13:00:00,61.035,11.418,0.9991,50.4
4952,11,2,2025-06-03 13:00:00,51.224,8.755,0.9244,53.9
4953,12,2,2025-06-03 13:00:00,49.295,8.773,0.9589,58.2
4954,13,2,2025-06-03 13:00:00,50.203,9.391,0.9186,62.9
4955,14,2,2025-06-03 13:00:00,46.816,9.612,0.9565,56.5
4956,15,2,2025-06-03 13:00:00,55.406,10.262,0.9321,38.0
4957,16,2,2025-06-03 13:00:00,51.93,9.796,0.9008,57.1
4958,17,3,2025-06-03 13:00:00,32.473,6.208,0.9463,75.5
4959,18,3,2025-06-03 13:00:00,36.275,6.507,0.9078,53.8
4960,19,3,2025-06-03 13:00:00,34.634,6.614,0.985,85.4
4961,20,3,2025-06-03 13:00:00,40.323,7.842,0.9349,51.9
4962,21,4,2025-06-03 13:00:00,6.143,1.105,0.9972,80.2
4963,22,4,2025-06-03 13:00:00,6.553,1.361,0.9292,48.3
4964,23,4,2025-06-03 13:00:00,6.24,1.257,0.9792,53.3
4965,24,4,2025-06-03 13:00:00,5.129,0.989,0.9603,49.7
4966,25,4,2025-06-03 13:00:00,6.048,1.23,0.9945,50.5
4967,26,4,2025-06-03 13:00:00,5.993,1.087,0.9575,51.2
4968,27,4,2025-06-03 13:00:00,5.675,0.969,0.9759,85.2
4969,28,4,2025-06-03 13:00:00,6.222,1.1,0.9225,70.6
4970,29,5,2025-06-03 13:00:00,80.34,14.07,0.9723,78.4
4971,30,5,2025-06-03 13:00:00,73.016,14.094,0.9818,73.6
4972,31,5,2025-06-03 13:00:00,90.258,17.447,0.9934,41.0
4973,32,5,2025-06-03 13:00:00,71.436,14.908,0.9998,80.6
4974,33,6,2025-06-03 13:00:00,28.874,4.979,0.9173,86.6
4975,34,6,2025-06-03 13:00:00,31.879,6.03,0.9301,86.1
4976,35,6,2025-06-03 13:00:00,27.945,5.072,0.971,59.8
4977,36,6,2025-06-03 13:00:00,27.84,5.624,0.9132,81.7
4978,37,7,2025-06-03 13:00:00,127.812,48.659,0.9302,69.0
4979,38,7,2025-06-03 13:00:00,167.225,68.011,0.9064,78.4
4980,39,8,2025-06-03 13:00:00,277.521,106.519,0.9027,88.8
4981,40,9,2025-06-03 13:00:00,54.952,9.576,0.9779,47.2
4982,41,9,2025-06-03 13:00:00,54.78,10.043,0.9393,56.4
4983,42,9,2025-06-03 13:00:00,52.295,9.709,0.9331,55.2
4984,43,10,2025-06-03 13:00:00,67.549,0.0,0.9471,25.1
4985,44,10,2025-06-03 13:00:00,72.05,0.0,0.9971,27.8
4986,45,10,2025-06-03 13:00:00,65.768,0.0,0.9218,27.4
4987,46,10,2025-06-03 13:00:00,68.034,0.0,0.9553,31.6
4988,47,10,2025-06-03 13:00:00,67.862,0.0,0.9397,32.7
4989,48,10,2025-06-03 13:00:00,57.172,0.0,0.9935,44.3
4990,49,10,2025-06-03 13:00:00,56.753,0.0,0.9205,56.2
4991,50,10,2025-06-03 13:00:00,59.196,0.0,0.9407,57.6
4992,51,10,2025-06-03 13:00:00,68.635,0.0,0.9033,33.7
4993,52,10,2025-06-03 13:00:00,61.246,0.0,0.9293,34.3
4994,53,11,2025-06-03 13:00:00,38.979,0.0,0.9108,35.5
4995,54,11,2025-06-03 13:00:00,44.096,0.0,0.9714,39.5
4996,55,11,2025-06-03 13:00:00,44.975,0.0,0.9675,48.0
4997,56,11,2025-06-03 13:00:00,45.424,0.0,0.954,26.0
4998,57,11,2025-06-03 13:00:00,42.848,0.0,0.9902,58.2
4999,58,11,2025-06-03 13:00:00,40.169,0.0,0.9708,29.9
5000,59,12,2025-06-03 13:00:00,60.972,11.295,0.9583,38.0
5001,60,12,2025-06-03 13:00:00,61.427,12.049,0.9647,93.3
5002,61,12,2025-06-03 13:00:00,53.517,9.71,0.9466,46.3
5003,62,12,2025-06-03 13:00:00,46.443,8.281,0.9319,44.3
5004,63,12,2025-06-03 13:00:00,55.255,11.142,0.9367,37.8
5005,64,13,2025-06-03 13:00:00,73.109,14.063,0.9944,60.3
5006,65,13,2025-06-03 13:00:00,77.79,14.62,0.9337,87.3
5007,66,13,2025-06-03 13:00:00,93.288,16.454,0.9201,66.2
5008,67,14,2025-06-03 13:00:00,17.298,0.0,0.9793,25.3
5009,68,14,2025-06-03 13:00:00,16.604,0.0,0.933,45.1
5010,69,14,2025-06-03 13:00:00,17.068,0.0,0.9204,25.3
5011,70,14,2025-06-03 13:00:00,16.633,0.0,0.9197,39.3
5012,71,14,2025-06-03 13:00:00,18.756,0.0,0.9734,29.3
5013,72,14,2025-06-03 13:00:00,21.086,0.0,0.9783,37.8
5014,73,14,2025-06-03 13:00:00,20.655,0.0,0.9438,39.9
5015,74,15,2025-06-03 13:00:00,9.641,1.874,0.9347,83.8
5016,75,15,2025-06-03 13:00:00,8.133,1.626,0.9174,73.5
5017,76,15,2025-06-03 13:00:00,8.023,1.389,0.9904,89.6
5018,77,15,2025-06-03 13:00:00,9.523,1.831,0.9258,64.3
5019,78,15,2025-06-03 13:00:00,8.093,1.446,0.9717,92.0
5020,79,15,2025-06-03 13:00:00,7.797,1.365,0.9296,39.1
5021,80,15,2025-06-03 13:00:00,10.202,1.972,0.9741,95.0
5022,81,15,2025-06-03 13:00:00,9.625,1.671,0.9718,92.5
5023,1,1,2025-06-03 14:00:00,74.164,13.001,0.9052,57.4
5024,2,1,2025-06-03 14:00:00,69.092,14.174,0.9414,84.9
5025,3,1,2025-06-03 14:00:00,74.133,14.223,0.973,92.5
5026,4,1,2025-06-03 14:00:00,78.033,14.752,0.9636,64.7
5027,5,1,2025-06-03 14:00:00,77.876,14.528,0.9622,84.9
5028,6,1,2025-06-03 14:00:00,80.403,14.257,0.9264,58.2
5029,7,1,2025-06-03 14:00:00,73.66,13.192,0.9872,61.4
5030,8,1,2025-06-03 14:00:00,77.051,14.545,0.9148,65.3
5031,9,2,2025-06-03 14:00:00,61.746,10.941,0.9317,37.4
5032,10,2,2025-06-03 14:00:00,62.178,12.515,0.9343,58.7
5033,11,2,2025-06-03 14:00:00,54.783,10.875,0.9915,78.5
5034,12,2,2025-06-03 14:00:00,48.013,8.637,0.9249,46.3
5035,13,2,2025-06-03 14:00:00,55.478,11.518,0.9794,41.0
5036,14,2,2025-06-03 14:00:00,46.911,9.813,0.9119,62.5
5037,15,2,2025-06-03 14:00:00,54.428,9.766,0.9347,76.3
